placeId;name;rating;review;category;description;city;address;postalCode;imageUrl;url;latitude;longitude;phone;openingHours/0/day;openingHours/0/hours;openingHours/1/day;openingHours/1/hours;openingHours/2/day;openingHours/2/hours;openingHours/3/day;openingHours/3/hours;openingHours/4/day;openingHours/4/hours;openingHours/5/day;openingHours/5/hours;openingHours/6/day;openingHours/6/hours
131;Petik Jeruk Tumpang malang;4,5;54;Wisata Edukasi;Destinasi wisata agrowisata yang menawarkan pengalaman menyenangkan untuk memetik jeruk secara langsung dari pohonnya dan menikmati kesegaran jeruk yang segar.;Kabupaten Malang;2P3M+J2V, Jl gumuk agung, Karang Jambe, Slamet, Kec. Tumpang, Kabupaten Malang, Jawa Timur 65156, Indonesia;65156;https://lh5.googleusercontent.com/p/AF1QipOTF4MFZAJwWd__JQqGbi-d7Byjt0VQhqKfV-hC=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Petik%20Jeruk%20Tumpang%20malang&query_place_id=ChIJvT0VMXsv1i0RnnfbgoHbwGE;-7,9958778;112,7325422;;;;;;;;;;;;;;;
132;Museum Angkut;4,7;55563;Museum;Salah satu tempat paling keren yang dapat Anda kunjungi di Batu-Malang. Tempat ini menyediakan berbagai jenis atraksi termasuk pertunjukan, koleksi, simulasi transportasi, dan lain-lain.;Kota Batu;Jl. Terusan Sultan Agung No.2, Ngaglik, Kec. Batu, Kota Batu, Jawa Timur 65314;65314;https://cdn.idntimes.com/content-images/community/2022/02/20220215-225808-329ae2b286ff7799fbbec7d4597d307a-cf7e03195a404b12f0005fb14faaec7e_600x400.jpg;https://www.google.com/maps/place/Museum+Angkut/@-7.878809,112.5199747,12z/data=!4m11!1m3!2m2!1smuseum!6e1!3m6!1s0x2e78872dd3cd2c13:0x3295038cd23c1d38!8m2!3d-7.878809!4d112.5199747!15sCgZtdXNldW1aCCIGbXVzZXVtkgEGbXVzZXVt4AEA!16s%2Fg%2F11clyt6fly?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,8786883;112,5199562;;;;;;;;;;;;;;;
133;The Bagong Adventure Museum Tubuh;4,6;3735;Museum;Tempat menarik untuk mengajak anak-anak dalam perjalanan belajar melalui tubuh manusia. Tempat ini menyediakan banyak sekali informasi tentang organ dan bagian tubuh.;Kota Batu;Jl. Kartika No.2, Sisir, Kec. Batu, Kota Batu, Jawa Timur 65314;65314;https://lh5.googleusercontent.com/p/AF1QipMWHMF50S-yO7OvoQ4meqC4TaHoGAIeF0e1Crcb=w408-h344-k-no;https://www.google.com/maps/place/The+Bagong+Adventure+Museum+Tubuh/@-7.8834283,112.521563,17z/data=!4m11!1m3!2m2!1smuseum!6e1!3m6!1s0x2e7880d4d63fb6c7:0xe5ff5a3494431545!8m2!3d-7.8834283!4d112.5250274!15sCgZtdXNldW1aCCIGbXVzZXVtkgEOc2NpZW5jZV9tdXNldW3gAQA!16s%2Fg%2F11b701fmgr?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,8833273;112,5250391;;;;;;;;;;;;;;;
134;Museum Singhasari;4,3;854;Museum;Wajib dikunjungi jika Anda berada di area tersebut. Sebaiknya kunjungi museum sebelum mengunjungi candi agar Anda memiliki latar belakang yang jelas. Sebaiknya minta pemandu museum menjelaskan pameran tersebut kepada Anda.;Kota Batu;Krajan, Klampok, Singosari, Malang Regency, East Java 65153;65153;https://lh5.googleusercontent.com/p/AF1QipO5esaVxTNnhPQmj5m_61Ur94a-MI3Tug3GHGLg=w425-h240-k-no;https://www.google.com/maps/place/Museum+Singhasari/@-7.8812355,112.6373478,17z/data=!4m11!1m3!2m2!1smuseum!6e1!3m6!1s0x2dd62a604c2fc5c5:0xd7a397a9bba06247!8m2!3d-7.8812355!4d112.6414677!15sCgZtdXNldW1aCCIGbXVzZXVtkgEGbXVzZXVtmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJDYUUxSVVGRlJFQUXgAQD6AQUIgQEQQQ!16s%2Fg%2F11b6x9qpsm?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,8812355;112,6373478;;;;;;;;;;;;;;;
135;Museum Musik Indonesia;4,4;512;Museum;Unik dan spontan. Bertempat di sebuah bioskop bergaya art deco yang sudah usang, ada empat atau lima orang kutu buku yang mengkatalogkan musik dari seluruh dunia, tetapi sebagian besar dari Indonesia.;Kota Malang;Griyashanta, Perumahan Jl. Soekarno - Hatta No.210, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65117;65117;https://lh5.googleusercontent.com/p/AF1QipNWaaxJEuH_aHIyaYNF4h0BWI-o17U9td-GPyd3=w426-h240-k-no;https://www.google.com/maps/place/Museum+Musik+Indonesia/@-7.9405383,112.6167075,17z/data=!4m11!1m3!2m2!1smuseum!6e1!3m6!1s0x2dd6281bed7593e9:0x30c23d27c745c79a!8m2!3d-7.9405383!4d112.6208274!15sCgZtdXNldW1aCCIGbXVzZXVtkgEKYXJ0X211c2V1bZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSdWEyOVRiRFpSUlJBQuABAPoBBAgAEEc!16s%2Fg%2F11gck6zzhk?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9405383;112,6167075;;;;;;;;;;;;;;;
136;Museum Satwa;4,7;1199;Museum;Mereka membuat museum ini tepat di samping pintu masuk kebun binatang. Museum ini sangat besar dan memiliki banyak model binatang. Cocok untuk dikunjungi bersama anak-anak untuk mendapatkan informasi.;Kota Batu;Jl. Raya Oro-Oro Ombo No.9, Temas, Kec. Batu, Kota Batu, Jawa Timur 65314;65314;https://lh5.googleusercontent.com/p/AF1QipPqFme3fSJxbuPEREC5PGb_oUMF1RznJYX05G32=w426-h240-k-no;https://www.google.com/maps/place/Museum+Satwa/@-7.889176,112.5254696,17z/data=!4m11!1m3!2m2!1smuseum!6e1!3m6!1s0x2e78812bb84d2d63:0xb594f3837d9ade3f!8m2!3d-7.8888179!4d112.5295605!15sCgZtdXNldW1aCCIGbXVzZXVtkgERbXVzZXVtX29mX3pvb2xvZ3ngAQA!16s%2Fg%2F121hx4y5?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,889176;112,5254696;;;;;;;;;;;;;;;
137;Museum Zoologi Frater Vianney;4,5;255;Museum;Museum yang sangat direkomendasikan untuk dikunjungi di Malang. Tidak ada biaya masuk, jadi Anda dapat mengunjunginya dengan bebas. Pemandu wisata sangat membantu dan dapat diandalkan dalam menjelaskan semua tentang koleksi museum.;Kota Malang;Jl. Mahameru VE 7 Tidar No.10, Doro, Karangwidoro, Kec. Dau, Kota Malang, Jawa Timur 65146;65146;https://lh5.googleusercontent.com/p/AF1QipO9APB4TmHhkCmrgCyCj-zqDvsQ3sQx-ByUutEn=w408-h306-k-no;https://www.google.com/maps/place/Museum+Zoologi+Frater+Vianney/@-7.9586239,112.5922462,17z/data=!4m11!1m3!2m2!1smuseum!6e1!3m6!1s0x2e788260bab813a9:0x4b6e217abd0ca7ea!8m2!3d-7.9586239!4d112.5963661!15sCgZtdXNldW1aCCIGbXVzZXVtkgEOc2NpZW5jZV9tdXNldW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUXpYelEyZEU1UkVBReABAPoBBAgsEC4!16s%2Fg%2F11b6hnr8r6?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9586239;112,5922462;;;;;;;;;;;;;;;
138;Jawa Timur Park 2;4,7;49540;Wisata Rekreasi;Pastinya tempat ini wajib dikunjungi bagi anak-anak dan pengunjung kebun binatang karena ini benar-benar kebun binatang yang menakjubkan, ditambah lagi mereka menawarkan banyak wahana, termasuk tikus liar kayu, salah satu dari 3 di dunia!;Kota Batu;Jl. Raya Oro-Oro Ombo No.9, Temas, Kec. Batu, Kota Batu, Jawa Timur 65315;65315;https://lh5.googleusercontent.com/p/AF1QipOMjssVDN-77VaJcqU_p9l6fMRm0yicRVZsTP7y=w408-h306-k-no;https://www.google.com/maps/place/Jawa+Timur+Park+2/@-7.8884927,112.5278368,18z/data=!4m10!1m2!2m1!1skebun+binatang!3m6!1s0x2e7880d6ffffffff:0xf36560f87fd4fd77!8m2!3d-7.888021!4d112.5295442!15sCg5rZWJ1biBiaW5hdGFuZ1oQIg5rZWJ1biBiaW5hdGFuZ5IBA3pvb-ABAA!16s%2Fg%2F121s43xs?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,8880157;112,5269693;;;;;;;;;;;;;;;
139;Jawa Timur Park 1;4,6;17998;Wisata Rekreasi;Ini adalah taman hiburan kecil yang menyenangkan dan semarak. Wahananya tidak terlalu istimewa, tetapi mereka juga memiliki banyak atraksi unik lainnya. Tamannya cukup besar, mereka juga memiliki taman air di tengah taman bagi mereka yang ingin menyegarkan diri.;Kota Batu;Jl. Kartika No.2, Sisir, Kec. Batu, Kota Batu, Jawa Timur 65315;65315;https://lh5.googleusercontent.com/p/AF1QipPyyjgaLvsrzMshR3RQjIdPwTO7ELe_rOGylNsW=w408-h306-k-no;https://www.google.com/maps/place/Jawa+Timur+Park+1/@-7.7286031,112.2274099,10.25z/data=!4m10!1m2!2m1!1sjawa+timur+park!3m6!1s0x2e78872ad61d07b9:0x59a848ad52479780!8m2!3d-7.884152!4d112.5248269!15sCg9qYXdhIHRpbXVyIHBhcmtaESIPamF3YSB0aW11ciBwYXJrkgERcmVjcmVhdGlvbl9jZW50ZXLgAQA!16s%2Fg%2F1q5bkzmkt?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,8841467;112,522252;;;;;;;;;;;;;;;
140;Jawa Timur Park 3;4,5;41359;Wisata Rekreasi;Tempat ini terdiri dari beberapa taman tematik yang berbeda: Dino Park, Legend of the Stars, Fun Tech Plaza, World Music Museum, dan lain-lain. Anda dapat membeli tiket kombo atau tiket taman individu.;Kota Batu;Jl. Ir. Soekarno No.144, Beji, Kec. Junrejo, Kota Batu, Jawa Timur 65236;65236;https://lh5.googleusercontent.com/p/AF1QipMNwgAO8LLft_X7eHMPosHHy7LcGBC-tg6pRk7Y=w408-h306-k-no;https://www.google.com/maps/place/Jawa+Timur+Park+3/@-7.7286031,112.2274099,10.25z/data=!4m10!1m2!2m1!1sjawa+timur+park!3m6!1s0x2e78811848f3a957:0x1b0013b35e7ee3cd!8m2!3d-7.8971338!4d112.5531027!15sCg9qYXdhIHRpbXVyIHBhcmtaESIPamF3YSB0aW11ciBwYXJrkgEOYW11c2VtZW50X3BhcmvgAQA!16s%2Fg%2F11dxqfrtx1?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,8971285;112,5505278;;;;;;;;;;;;;;;
141;Batu Love Garden - BALOGA;4,6;5272;Wisata Rekreasi;Tempat yang bagus untuk liburan edukasi dan keluarga.;Kota Batu;Jl. Raya Pandanrejo No.91, Pandanrejo, Kec. Bumiaji, Kota Batu, Jawa Timur 65332;65332;https://lh5.googleusercontent.com/p/AF1QipOKAg42tg5IES9R7th6qWm8EoJ8TY4zqHgtzUcw=w408-h306-k-no;https://www.google.com/maps/place/Batu+Love+Garden+-+BALOGA/@-7.7286031,112.2274099,10.25z/data=!4m10!1m2!2m1!1sjawa+timur+park!3m6!1s0x2e788176c89c5edd:0xc912577baebd778d!8m2!3d-7.8639275!4d112.5428419!15sCg9qYXdhIHRpbXVyIHBhcmtaESIPamF3YSB0aW11ciBwYXJrkgESdG91cmlzdF9hdHRyYWN0aW9u4AEA!16s%2Fg%2F11mvpl87m4?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,8639222;112,540267;;;;;;;;;;;;;;;
142;Milenial Glow Garden;4,7;2450;Wisata Rekreasi;Tempat yang bagus! Agak menenangkan bagi orang tua yang hanya butuh tempat berfoto yang bagus, dengan alunan suara yang menenangkan di latar belakang. Fasilitasnya relatif baru dan dalam kondisi baik.;Kota Batu;Jl. Ir. Soekarno No.144, Beji, Kec. Junrejo, Kota Batu, Jawa Timur 65326;65326;https://lh5.googleusercontent.com/p/AF1QipOWJJExNJTjyWTbRiGSDneBLo0Pf1--dRyOEP_L=w1066-h240-k-no;https://www.google.com/maps/place/Milenial+Glow+Garden/@-7.8989018,112.5374994,15.25z/data=!4m10!1m2!2m1!1sjawa+timur+park!3m6!1s0x2e78819fe29eaa1b:0x638da5b520b441e9!8m2!3d-7.8988554!4d112.5547462!15sCg9qYXdhIHRpbXVyIHBhcmtaESIPamF3YSB0aW11ciBwYXJrkgEKdGhlbWVfcGFya5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOMU9VNVBhVTUzRUFF4AEA-gEECAAQRg!16s%2Fg%2F11fqcyd5rg?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,8988501;112,5521713;;;;;;;;;;;;;;;
143;Predator Fun Park;4,4;8185;Wisata Rekreasi;Taman ini memadukan rasa takut terhadap buaya dengan berbagai aktivitas seru dan wahana untuk mengenal lebih jauh tentang predator besar yang menakutkan ini. Ini adalah cara yang baik untuk mengenalkan buaya kepada anak-anak kita sebagai salah satu makhluk hidup dengan karakteristik uniknya.;Kota Batu;Jl. Raya Tlekung No.315, Tlekung, Kec. Junrejo, Kota Batu, Jawa Timur 65327;65327;https://lh5.googleusercontent.com/p/AF1QipO_OC0p3yWqq7A_Q_T2_YVTra3Aw-DMKU50oDS8=w408-h306-k-no;https://www.google.com/maps/place/Predator+Fun+Park/@-7.9126157,112.5347721,15z/data=!4m10!1m2!2m1!1sjawa+timur+park!3m6!1s0x2e7881429e90d651:0x9a1524cafe5eac51!8m2!3d-7.9126157!4d112.5486296!15sCg9qYXdhIHRpbXVyIHBhcmtaESIPamF3YSB0aW11ciBwYXJrkgEKdGhlbWVfcGFya-ABAA!16s%2Fg%2F11b808yyrq?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9126157;112,5347721;;;;;;;;;;;;;;;
144;Batu Secret Zoo;4,8;3466;Wisata Rekreasi;Kebun binatang yang sangat bagus. Sangat besar, sangat sepadan dengan uang yang dikeluarkan karena variasi hewannya yang banyak. Kebun binatang ini juga dirancang dengan baik untuk orang-orang yang menggunakan kursi roda atau kereta bayi.;Kota Batu;Jl. Raya Oro-Oro Ombo No.9, Temas, Kec. Batu, Kota Batu, Jawa Timur;65236;https://lh5.googleusercontent.com/p/AF1QipO5oWG4tWkKHwCjPI3V8MNqmkk5b1Ij_7KJWwGo=w408-h306-k-no;https://www.google.com/maps/place/Batu+Secret+Zoo/@-7.8893819,112.5223978,16z/data=!4m10!1m2!2m1!1sjawa+timur+park!3m6!1s0x2e7881aa5d3fdfd3:0x45e57feb80681484!8m2!3d-7.8893819!4d112.5282242!15sCg9qYXdhIHRpbXVyIHBhcmtaESIPamF3YSB0aW11ciBwYXJrkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU14Ym5FM2FrOVJFQUXgAQD6AQQIaRA6!16s%2Fg%2F11q9scfc73?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,8893819;112,5223978;;;;;;;;;;;;;;;
145;Precet Forest Park;4,4;1149;Wisata Rekreasi;Anda dapat melihat gunung kawi dari sini dan itu sangat mengagumkan. Namun, mereka hanya memiliki beberapa taman bermain.;Kabupaten Malang;Precet, RT.027/RW.08, Precet, Sumbersuko, Kec. Wagir, Kabupaten Malang, Jawa Timur 65158;65158;https://lh5.googleusercontent.com/p/AF1QipMPkhfBACh_G_5MUqBWSx6dHJcw0ZZdHT8IETjZ=w408-h300-k-no;https://www.google.com/maps/place/Precet+Forest+Park/@-8.0005001,112.5001238,16z/data=!4m10!1m2!2m1!1sjawa+timur+park!3m6!1s0x2e7884b0eb08fff5:0xf9e7aaf1fcbde57d!8m2!3d-8.0005001!4d112.5083635!15sCg9qYXdhIHRpbXVyIHBhcmtaESIPamF3YSB0aW11ciBwYXJrkgEEcGFya5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOSE0yUlRZbTVuUlJBQuABAPoBBAgAEB4!16s%2Fg%2F11gdmf53xm?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,0005001;112,5001238;;;;;;;;;;;;;;;
146;Greenfields Gunung Kawi;4,6;340;Wisata Edukasi;Perkebunan terpadu dengan tempat dan pemandangan yang indah;Kabupaten Malang;Jl. Raya Gn. Kawi, Precet, Ngajum, Kec. Wagir, Kabupaten Malang, Jawa Timur 65164;65164;https://lh5.googleusercontent.com/p/AF1QipNCinD9CZ1qVoE76vRe1BiOAqUB5_pIGiJS35cS=w426-h240-k-no;https://www.google.com/maps/place/Greenfields+Gunung+Kawi/@-7.9977822,112.4845169,15z/data=!4m10!1m2!2m1!1sgunung!3m6!1s0x2e7884b80dc7f37d:0xabcd07f52af0b0c0!8m2!3d-7.9984466!4d112.5012798!15sCgZndW51bmeSAQpkYWlyeV9mYXJt4AEA!16s%2Fg%2F11cn9rq97l?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9977822;112,4845169;;;;;;;;;;;;;;;
147;Gunung Panderman;4,6;338;Wisata Alam;Jika Anda menginginkan perjalanan hiking yang hebat, cobalah gunung ini. Tidak mudah tetapi tidak terlalu sulit juga bagi pendaki baru. Ini akan sangat menakjubkan. Namun, pastikan Anda memulainya di sore hari, karena hari masih pendek dan dalam kegelapan Anda tidak akan melihat apa pun.;Kota Batu;Kehutanan, Batu, Kota Batu, Jawa Timur;;https://lh5.googleusercontent.com/p/AF1QipMXUd9wm-nudMJ-ncsWfj9DcTLLw-ht82-A83vp=w408-h307-k-no;https://www.google.com/maps/place/Panderman+Mountain/@-7.9041667,112.4801872,15z/data=!4m10!1m2!2m1!1sgunung!3m6!1s0x2e7886ebc769fb39:0xca2ebc285cb2cb3c!8m2!3d-7.9041667!4d112.4966667!15sCgZndW51bmdaCCIGZ3VudW5nkgEEcGVha-ABAA!16s%2Fg%2F1hb_dgzjk?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-7,9041667;112,4801872;;;;;;;;;;;;;;;
148;Gunung Katu;4,6;108;Wisata Alam;Gunung Katu cocok untuk generasi anti-mager. Sempurna bagi pecinta hutan yang sejuk dan angin pegunungan yang segar. Area masuknya masih berupa jalan tanah, tetapi menyenangkan untuk pemanasan sebelum melakukan pendakian ringan.;Kabupaten Malang;Sumberpang Kidul, Sumbersuko, Wagir, Malang Regency, East Java;;https://lh5.googleusercontent.com/p/AF1QipPpz9pivRKqj0opJri82aPjG33vxO8IB1aaoHxD=w408-h306-k-no;https://www.google.com/maps/place/Gunung+Katu/@-8.0272222,112.5471316,15z/data=!4m10!1m2!2m1!1sgunung!3m6!1s0x2e789ce777350ebd:0x6d0aab125bbdbaa7!8m2!3d-8.0272222!4d112.5636111!15sCgZndW51bmeSAQRwZWFr4AEA!16s%2Fg%2F11b_2mf3t8?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,0272222;112,5471316;;;;;;;;;;;;;;;
149;Pantai Tanjung Penyu;4,6;1720;Wisata Alam;Pantainya sangat bersih, penjaga pantai membersihkan pantai secara teratur. Anda dapat memilih antara pantai dengan ombak yang kuat atau yang tenang. Ada banyak warung makanan bersih di pantai.;Kabupaten Malang;HJ5V+44, Tambak, Sitiarjo, Kec. Sumbermanjing Wetan, Kabupaten Malang, Jawa Timur 65176;65176;https://lh5.googleusercontent.com/p/AF1QipOqfMDoyEqgs8lXmSRfelpLDtYnBMyrNZc3-qXe=w426-h240-k-no;https://www.google.com/maps/place/Pantai+Tanjung+Penyu/@-8.3494697,111.875914,10z/data=!4m10!1m2!2m1!1spantai!3m6!1s0x2dd601d401d00aeb:0x95e3d2e3326a418d!8m2!3d-8.4422234!4d112.6428159!15sCgZwYW50YWmSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11ptv62d1w?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,3494697;111,875914;;;;;;;;;;;;;;;
150;Pantai Modangan;4,4;854;Wisata Alam;Jika Anda ingin menantang adrenalin, silakan datang ke pantai ini! Treknya berbatu panjang dan menantang, sangat sepi, saat saya dan teman-teman berkemah di sini, terjadi badai pasir di malam hari. Namun, semua itu terbayar lunas dengan indahnya pantai berpasir putih bersih yang di sisinya terdapat sungai air tawar.;Kabupaten Malang;Sumberrejo, Sumberoto, Donomulyo, Malang Regency, East Java 65167;65167;https://lh5.googleusercontent.com/p/AF1QipMHDS3YZm9rmFEGn42rmJ-_gQcfJHfM6kjhjvOC=w408-h302-k-no;https://www.google.com/maps/place/Modangan+Beach/@-8.3589147,112.2519264,12.29z/data=!4m9!1m2!2m1!1spantai!3m5!1s0x2e78ba9555555555:0x3af2cf1ed2b6dcf!8m2!3d-8.3488687!4d112.3590898!16s%2Fg%2F1q61ccf63?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,3589147;112,2519264;;;;;;;;;;;;;;;
151;Bukit Waung;4,5;562;Wisata Alam;Tempat yang sempurna untuk berkemah dan paralayang. Dari puncak bukit kita bisa mendarat di pantai modangan. Pemandangan matahari terbenam yang mengagumkan.;Kabupaten Malang;M929+C4V, Sumberrejo, Sumberoto, Kec. Donomulyo, Kabupaten Malang, Jawa Timur 65167;65167;https://lh5.googleusercontent.com/p/AF1QipPuUM5c3jz29e29NTTwejkguCM29Mz26AjduQnI=w408-h306-k-no;https://www.google.com/maps/place/Bukit+Waung/@-8.3483618,112.3522865,15.29z/data=!4m9!1m2!2m1!1spantai!3m5!1s0x2e78b09ce2da744d:0xe372039136f8cbfa!8m2!3d-8.3488921!4d112.3677835!16s%2Fg%2F11dftdvgk8?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,3483618;112,3522865;;;;;;;;;;;;;;;
152;Pantai Kondang Bandung;4,5;156;Wisata Alam;Tempat yang sangat bagus. Lintasannya bagus untuk kendaraan off road. Suasananya tenang, orang-orang bisa bermalam di tenda. Ada satu toko lokal yang menyediakan kopi dan kebutuhan makanan anda.;Kabupaten Malang;Sumberrejo, Purwodadi, Donomulyo, Malang Regency, East Java;65167;https://lh5.googleusercontent.com/p/AF1QipMJZs77f6_pCTfTkJJOVtwkQuHVxRe2ngsQs8Ux=w408-h306-k-no;https://www.google.com/maps/place/Pantai+Kondang+Bandung/@-8.3750318,112.38512,16.21z/data=!4m10!1m2!2m1!1spantai!3m6!1s0x2e78b05a37a26f4b:0xf663b9d5fc5b7281!8m2!3d-8.3722148!4d112.3887586!15sCgZwYW50YWmSAQViZWFjaOABAA!16s%2Fg%2F1q6153gll?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,3750318;112,38512;;;;;;;;;;;;;;;
153;Pantai Pulodoro;4,6;306;Wisata Alam;Tempat yang sangat indah. Sepertinya tidak ada yang pernah ke sini. Jika Anda ingin ke sini, Anda harus berjalan kaki sekitar 15 menit. Benar-benar sepadan.;Kabupaten Malang;Hutan, Kedungsalam, Donomulyo, Malang Regency, East Java 65167;65167;https://lh5.googleusercontent.com/p/AF1QipMEL58DYrXS3DGEdirVeYcAeiL84Ramg53T_prA=w408-h297-k-no;https://www.google.com/maps/place/Pantai+Pulodoro/@-8.3972394,112.4389913,16z/data=!4m10!1m2!2m1!1spantai!3m6!1s0x2e78ae3c10cb6949:0x3ce45dd873388b5d!8m2!3d-8.3972394!4d112.4461231!15sCgZwYW50YWlaCCIGcGFudGFpkgEFYmVhY2jgAQA!16s%2Fg%2F11bxd7m4xp?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,3972394;112,4389913;;;;;;;;;;;;;;;
154;Pantai Jonggring Saloko;4,4;188;Wisata Alam;Pantai yang sangat mewah, sangat tenang. Tidak ada seorang pun di sini kecuali penjaga pantai. Anda harus melewati jalan berbatu sekitar 3 km. Namun, pantai ini sangat indah.;Kabupaten Malang;J9CW+5CH, Desa Mentaraman, Donomulyo, Kabupaten Malang, Jawa Timur 65167;65167;https://lh5.googleusercontent.com/p/AF1QipMdRnMvByhd2uvTLZZjEgekNrBzxEin-O2PDXnc=w408-h306-k-no;https://www.google.com/maps/place/Pantai+Jonggring+Saloko/@-8.3795624,112.3878624,16z/data=!4m10!1m2!2m1!1spantai!3m6!1s0x2e78b04dcd8a3f91:0xebae58c8de5301b8!8m2!3d-8.3795624!4d112.3961021!15sCgZwYW50YWmSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11bbqgzpvp?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,3795624;112,3878624;;;;;;;;;;;;;;;
155;Pantai Ceruk;4,5;13;Wisata Alam;Senangnya di pantai khusus ini kita bisa bermain di air muara dan memancing juga;Kabupaten Malang;J9CX+HJ7, Gondang Rejo, Mentaraman, Kec. Donomulyo, Kabupaten Malang, Jawa Timur 65167;65167;https://lh5.googleusercontent.com/p/AF1QipPuTB9zz38shY13P_ORSkkbNVCPZfnrcJc8Wnw2=w426-h240-k-no;https://www.google.com/maps/place/Ceruk+Beach/@-8.3795624,112.3878624,16z/data=!4m9!1m2!2m1!1spantai!3m5!1s0x2e78b04eabcb563b:0x39dce1a389b6aee8!8m2!3d-8.3785791!4d112.3990416!16s%2Fg%2F11cn0nwl5d?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,3795624;112,3878624;;;;;;;;;;;;;;;
156;Pantai Nglurung;4,3;23;Wisata Alam;Pantai Nglurung merupakan salah satu pantai tersembunyi di Kabupaten Malang, pantai ini termasuk dalam Pantai Donomulyoan. Untuk menuju pantai ini kita bisa melalui jalan menuju Pantai Ngliyep atau bisa juga melalui Pantai Jonggring Saloko ke arah kiri.;Kabupaten Malang;JCF5+279, Gondang Rejo, Kedungsalam, Kec. Donomulyo, Kabupaten Malang, Jawa Timur 65167;65167;https://lh5.googleusercontent.com/p/AF1QipMQrvWUlQmqiFI1Yf8zAc8ov4HLWL9wEKHxYrpQ=w426-h240-k-no;https://www.google.com/maps/place/Nglurung+Beach/@-8.3778367,112.4070784,18.75z/data=!4m10!1m2!2m1!1spantai!3m6!1s0x2e78b036629873fd:0x8088ae51719102c8!8m2!3d-8.3774715!4d112.4082456!15sCgZwYW50YWmSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11cm_5r03h?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D;-8,3778367;112,4070784;;;;;;;;;;;;;;;
